date,Corruption,Don't Know/Can't Say,Electricity Road Water,Epidemics such as Corona etc.,Familiy Income Poverty,Other Issues,Rising Prices,Terror Attacks,Unemployment
2024-03-26,5.09,11.05,4.26,0.11,6.24,26.54,15.68,0.26,30.77
2024-03-27,4.5,12.0,4.53,0.09,6.09,26.84,15.59,0.23,30.13
2024-03-28,4.45,10.81,4.86,0.06,5.58,27.99,15.67,0.26,30.32
2024-03-29,4.48,10.14,5.22,0.08,5.9,27.89,15.71,0.29,30.29
2024-03-30,4.28,10.34,5.31,0.08,5.69,27.05,15.14,0.28,31.83
2024-03-31,4.26,10.4,5.35,0.08,5.74,27.05,15.11,0.28,31.73
2024-04-01,4.24,10.26,5.12,0.08,5.99,27.68,13.66,0.23,32.74
2024-04-02,4.69,8.99,4.66,0.07,5.81,26.62,14.05,0.6,34.51
2024-04-03,4.89,8.86,4.36,0.05,5.88,26.16,14.54,0.61,34.65
2024-04-04,5.62,8.94,4.26,0.16,6.16,26.77,14.86,0.32,32.91
2024-04-05,5.61,8.63,4.76,0.15,5.71,26.98,14.54,0.3,33.32
2024-04-06,4.87,9.28,4.92,0.14,5.61,27.27,14.67,0.17,33.07
2024-04-07,4.87,9.23,4.94,0.14,5.65,27.27,14.66,0.17,33.07
2024-04-08,4.94,9.78,5.18,0.04,5.61,26.86,15.44,0.18,31.97
2024-04-09,4.6,10.44,5.12,0.04,5.44,26.27,16.35,0.18,31.56
2024-04-10,4.7,10.92,4.87,0.03,5.24,27.44,16.7,0.15,29.95
2024-04-11,4.68,11.0,4.92,0.03,5.23,27.34,16.7,0.15,29.95
2024-04-12,4.62,11.02,4.76,0.05,5.38,27.36,16.72,0.15,29.94
2024-04-13,4.6,10.98,5.05,0.04,5.45,26.65,16.66,0.21,30.36
2024-04-14,4.6,10.99,4.99,0.04,5.44,26.84,16.59,0.21,30.3
2024-04-15,4.96,10.83,5.12,0.02,5.23,26.49,16.98,0.25,30.12
2024-04-16,5.09,11.2,4.64,0.03,5.18,26.38,17.13,0.25,30.1
2024-04-17,5.3,10.5,4.94,0.03,5.01,25.62,16.73,0.25,31.62
2024-04-18,5.25,10.7,4.55,0.01,5.34,24.74,17.43,0.24,31.74
2024-04-19,5.08,10.99,4.21,0.02,5.2,25.03,17.17,0.26,32.04
2024-04-20,4.95,10.68,4.19,0.07,4.97,25.95,16.51,0.22,32.46
2024-04-21,4.93,10.72,4.19,0.07,4.99,25.85,16.54,0.22,32.49
2024-04-22,4.68,10.1,4.23,0.08,5.16,26.32,16.63,0.23,32.57
2024-04-23,4.51,9.75,4.07,0.09,5.15,25.76,17.49,0.23,32.95
2024-04-24,4.47,10.03,4.08,0.11,4.89,24.85,17.23,0.25,34.09
2024-04-25,4.39,9.87,4.56,0.09,5.21,25.39,17.26,0.24,32.99
2024-04-26,4.06,9.67,4.93,0.09,5.33,25.84,16.38,0.25,33.45
2024-04-27,3.86,9.87,5.21,0.14,5.45,26.2,16.02,0.27,32.98
2024-04-28,3.9,9.9,5.2,0.14,5.44,26.28,15.91,0.27,32.96
2024-04-29,3.86,10.24,4.84,0.12,5.34,26.03,16.46,0.28,32.83
2024-04-30,3.86,10.3,4.55,0.12,5.27,25.42,17.37,0.26,32.85
2024-05-01,3.94,10.59,4.6,0.13,5.4,24.54,17.8,0.29,32.71
2024-05-02,3.87,10.34,4.9,0.08,5.76,24.24,17.68,0.34,32.79
2024-05-03,3.95,10.08,4.79,0.09,5.96,24.29,17.72,0.36,32.76
2024-05-04,4.12,10.15,4.87,0.09,6.04,23.99,17.67,0.45,32.62
2024-05-05,4.11,10.29,4.87,0.09,6.0,23.94,17.78,0.45,32.47
2024-05-06,4.15,10.45,4.71,0.07,5.72,24.74,17.69,0.43,32.04
2024-05-07,4.22,10.72,4.9,0.08,5.94,24.76,17.23,0.52,31.63
2024-05-08,4.14,10.8,4.78,0.07,5.74,24.65,16.74,0.43,32.65
2024-05-09,4.08,10.79,4.78,0.07,5.72,24.75,16.78,0.43,32.6
2024-05-10,4.08,10.73,4.77,0.07,5.67,24.75,16.81,0.43,32.69
2024-05-11,4.12,10.73,4.79,0.07,5.65,24.64,16.86,0.43,32.71
2024-05-12,4.1,10.76,4.79,0.07,5.68,24.65,16.85,0.43,32.67
2024-05-13,4.12,10.75,4.81,0.07,5.66,24.69,16.86,0.43,32.61
2024-05-14,4.1,10.79,4.78,0.07,5.71,24.61,16.83,0.43,32.68
2024-05-15,4.12,10.79,4.79,0.07,5.64,24.64,16.89,0.43,32.63
2024-05-16,4.11,10.68,4.79,0.07,5.67,24.72,16.85,0.43,32.68
2024-05-17,4.1,10.8,4.8,0.07,5.69,24.63,16.88,0.43,32.6
2024-05-18,4.1,10.79,4.79,0.07,5.7,24.66,16.87,0.43,32.59
2024-05-19,4.12,10.73,4.8,0.07,5.68,24.64,16.88,0.43,32.65
2024-05-20,4.12,10.94,4.65,0.07,5.59,24.66,16.71,0.44,32.82
2024-05-21,4.47,10.64,4.58,0.05,5.25,24.95,16.61,0.44,33.01
2024-05-22,4.57,10.82,4.82,0.06,5.31,24.8,16.59,0.36,32.67
2024-05-23,4.48,11.13,4.84,0.07,5.42,24.32,16.86,0.31,32.57
2024-05-24,4.08,11.21,4.67,0.12,5.69,24.52,16.79,0.31,32.61
2024-05-25,3.92,11.19,4.64,0.14,5.56,24.74,16.84,0.34,32.63
2024-05-26,3.9,11.2,4.67,0.14,5.57,24.41,16.95,0.34,32.82
2024-05-27,3.91,11.26,4.67,0.14,5.55,24.89,17.08,0.36,32.14
2024-05-28,3.97,11.45,4.62,0.14,5.45,24.81,16.69,0.3,32.57
2024-05-29,3.99,11.1,4.89,0.15,5.62,24.09,17.01,0.25,32.9
2024-05-30,4.16,11.01,4.99,0.08,5.36,23.81,18.02,0.22,32.35
2024-05-31,4.54,10.29,5.24,0.11,5.66,24.58,17.29,0.25,32.04
2024-06-01,4.33,10.24,5.21,0.11,5.53,24.8,17.02,0.27,32.49
2024-06-02,4.3,10.3,5.21,0.11,5.51,25.1,16.85,0.27,32.35
2024-06-03,4.48,9.34,5.14,0.16,5.36,25.29,16.84,0.4,32.99
2024-06-04,4.64,9.66,4.67,0.09,5.52,25.76,15.81,0.32,33.53
2024-06-05,3.98,10.52,4.68,0.1,5.52,25.03,16.71,0.3,33.16
2024-06-06,3.7,11.69,4.47,0.07,5.47,25.66,16.48,0.26,32.2
2024-06-07,3.69,11.69,4.45,0.07,5.5,25.61,16.48,0.26,32.25
2024-06-08,3.72,11.68,4.39,0.07,5.48,25.67,16.48,0.26,32.25
2024-06-09,3.72,11.62,4.45,0.07,5.46,25.68,16.48,0.27,32.25
2024-06-10,2.94,11.52,4.31,0.1,5.44,24.76,15.81,0.55,34.57
2024-06-11,3.57,11.53,3.98,0.12,5.5,24.31,17.02,0.34,33.63
2024-06-12,3.43,11.5,4.29,0.07,6.03,23.56,18.36,0.43,32.33
2024-06-13,3.48,11.8,4.42,0.07,5.95,23.64,18.55,0.68,31.41
2024-06-14,3.51,11.96,4.68,0.07,6.13,23.14,18.43,0.74,31.34
2024-06-15,2.99,12.26,5.23,0.11,6.45,23.33,17.41,0.83,31.39
2024-06-16,2.99,12.22,5.21,0.11,6.46,23.39,17.33,0.82,31.47
2024-06-17,2.97,12.28,5.17,0.11,6.44,23.41,17.34,0.83,31.45
2024-06-18,3.7,11.88,4.37,0.11,6.14,23.54,18.34,0.84,31.08
2024-06-19,3.54,11.36,4.37,0.14,6.01,23.59,19.14,0.86,30.99
2024-06-20,3.45,11.32,4.51,0.08,5.94,23.23,19.88,0.82,30.77
2024-06-21,2.93,11.39,5.19,0.05,6.1,23.36,19.76,0.71,30.51
2024-06-22,3.36,12.91,4.92,0.1,6.01,24.17,17.53,0.69,30.31
2024-06-23,3.36,12.9,4.93,0.1,6.0,24.09,17.65,0.71,30.26
2024-06-24,3.17,12.86,5.07,0.12,6.07,23.89,17.94,0.65,30.23
2024-06-25,3.28,11.64,4.94,0.1,5.96,24.14,17.99,2.21,29.74
2024-06-26,3.72,11.23,4.81,0.09,5.99,24.61,18.58,1.23,29.74
2024-06-27,3.59,11.05,5.02,0.09,6.05,24.29,18.67,1.04,30.2
2024-06-28,3.44,10.97,4.91,0.09,5.99,24.03,18.65,1.02,30.9
2024-06-29,3.48,10.72,5.19,0.13,5.85,24.75,17.77,0.74,31.37
2024-06-30,3.5,10.72,5.19,0.13,5.84,24.62,17.94,0.74,31.32
2024-07-01,3.64,10.82,5.23,0.1,5.76,25.09,18.05,0.76,30.55
2024-07-02,3.23,11.28,5.81,0.11,5.46,24.78,18.53,0.72,30.08
2024-07-03,3.28,11.32,5.84,0.1,5.57,24.5,19.14,0.51,29.74
2024-07-04,3.37,11.1,5.48,0.15,5.8,23.99,18.92,0.5,30.69
2024-07-05,3.54,11.06,5.08,0.15,5.83,24.05,18.52,0.5,31.27
2024-07-06,3.68,11.71,5.16,0.08,5.32,23.97,18.76,0.52,30.8
2024-07-07,3.7,11.67,5.17,0.08,5.32,23.93,18.78,0.53,30.82
2024-07-08,3.52,11.93,4.9,0.09,5.31,24.04,18.82,0.58,30.81
2024-07-09,3.74,12.08,4.93,0.07,5.15,23.77,19.19,0.54,30.53
2024-07-10,3.84,11.84,4.83,0.07,5.2,24.17,18.69,0.48,30.88
2024-07-11,3.99,11.54,4.98,0.07,5.27,23.34,19.21,0.59,31.01
2024-07-12,4.2,11.58,4.85,0.07,5.18,23.58,19.16,0.6,30.78
2024-07-13,4.08,11.53,5.04,0.11,5.15,23.31,19.95,0.67,30.16
2024-07-14,4.05,11.44,5.03,0.11,5.15,23.41,19.98,0.67,30.16
2024-07-15,4.15,11.07,4.99,0.11,5.19,23.89,20.0,0.69,29.91
2024-07-16,4.07,11.7,5.12,0.11,5.41,23.31,19.14,0.61,30.53
2024-07-17,4.09,11.69,5.07,0.11,5.41,23.3,19.17,0.63,30.53
2024-07-18,3.75,11.32,5.38,0.1,5.51,23.31,19.14,0.79,30.7
2024-07-19,4.0,11.17,5.07,0.07,6.07,23.23,19.35,0.86,30.18
2024-07-20,3.56,10.19,5.01,0.05,6.02,23.33,21.01,0.94,29.89
2024-07-21,3.57,10.24,5.02,0.05,5.99,23.3,20.75,0.94,30.14
2024-07-22,3.73,9.97,5.85,0.06,5.97,24.02,20.71,0.83,28.86
2024-07-23,4.07,9.66,6.91,0.08,5.54,23.91,20.28,0.76,28.79
2024-07-24,4.0,9.67,5.7,0.11,5.31,24.22,20.18,0.83,29.98
2024-07-25,3.59,9.33,4.64,0.08,4.77,24.47,21.19,0.9,31.03
2024-07-26,3.68,9.48,4.16,0.08,4.84,24.15,20.61,0.97,32.03
2024-07-27,3.72,9.46,4.37,0.1,4.4,24.3,20.65,0.95,32.05
2024-07-28,3.7,9.51,4.37,0.1,4.39,24.32,20.65,0.94,32.02
2024-07-29,3.54,9.15,4.6,0.09,4.96,24.47,20.85,0.92,31.42
2024-07-30,3.82,9.07,4.64,0.13,5.09,25.56,19.57,0.82,31.3
2024-07-31,3.75,9.08,4.62,0.13,5.11,25.64,19.54,0.81,31.32
2024-08-01,3.79,9.04,4.67,0.15,5.22,25.51,19.57,0.82,31.23
2024-08-02,3.78,9.07,4.67,0.15,5.22,25.51,19.45,0.81,31.34
2024-08-03,3.86,9.2,4.8,0.13,5.26,25.35,19.2,0.81,31.39
2024-08-04,3.88,9.15,4.77,0.13,5.23,25.29,19.26,0.81,31.48
2024-08-05,3.92,9.08,4.85,0.09,5.27,25.38,18.87,0.78,31.76
2024-08-06,3.93,8.45,5.17,0.09,4.92,26.4,17.7,0.8,32.54
2024-08-07,4.18,8.39,4.78,0.08,5.25,26.26,17.81,0.75,32.5
2024-08-08,4.16,8.58,4.87,0.07,5.04,26.87,17.51,0.63,32.27
2024-08-09,3.97,8.97,4.67,0.1,5.13,27.64,17.16,0.62,31.74
2024-08-10,3.93,9.53,4.95,0.1,5.07,27.25,17.06,0.61,31.5
2024-08-11,3.96,9.45,4.91,0.1,5.1,27.28,17.1,0.61,31.49
2024-08-12,4.18,9.43,5.25,0.04,5.75,27.45,17.63,0.6,29.67
2024-08-13,4.18,9.64,5.19,0.02,5.52,27.64,17.26,0.67,29.88
2024-08-14,4.19,9.18,4.81,0.04,6.02,27.71,17.53,0.68,29.84
2024-08-15,4.22,9.16,4.86,0.04,6.09,27.76,17.44,0.69,29.74
2024-08-16,4.04,8.27,4.35,0.06,7.22,28.0,18.25,0.74,29.07
2024-08-17,3.78,9.36,4.48,0.07,7.0,28.87,17.74,0.62,28.08
2024-08-18,3.73,9.38,4.5,0.07,7.06,28.71,17.72,0.62,28.21
2024-08-19,3.75,9.3,4.45,0.07,7.08,28.86,17.72,0.61,28.16
2024-08-20,4.21,8.89,4.15,0.07,7.13,29.51,18.02,0.47,27.55
2024-08-21,4.01,9.84,4.1,0.05,6.19,31.58,16.77,0.44,27.02
2024-08-22,3.83,10.27,3.84,0.03,5.66,32.45,15.74,0.3,27.88
2024-08-23,4.07,10.58,3.95,0.03,5.3,32.42,15.44,0.52,27.69
2024-08-24,4.27,10.48,3.98,0.02,5.48,32.67,16.02,0.54,26.54
2024-08-25,4.29,10.47,4.01,0.02,5.51,32.65,16.0,0.54,26.51
2024-08-26,4.3,10.45,3.97,0.02,5.47,32.66,16.0,0.56,26.57
2024-08-27,4.29,10.08,3.89,0.03,5.63,33.1,16.24,0.57,26.17
2024-08-28,4.35,9.4,3.7,0.05,5.51,33.94,15.78,0.55,26.72
2024-08-29,4.41,8.96,3.41,0.05,5.82,34.2,15.6,0.61,26.94
2024-08-30,4.8,9.23,3.58,0.06,5.62,34.2,15.41,0.33,26.77
2024-08-31,4.71,9.12,3.8,0.06,5.92,33.7,15.63,0.35,26.71
2024-09-01,4.72,9.13,3.81,0.06,5.91,33.64,15.65,0.35,26.73
2024-09-02,4.21,9.09,3.86,0.04,5.75,33.45,16.31,0.42,26.87
2024-09-03,4.2,9.13,4.01,0.02,5.96,32.31,16.24,0.44,27.69
2024-09-04,4.27,9.02,3.85,0.02,6.31,32.05,16.52,0.47,27.49
2024-09-05,4.29,8.56,3.77,0.01,5.92,32.45,16.47,0.44,28.09
2024-09-06,4.33,8.55,3.65,0.0,6.08,32.6,16.5,0.4,27.89
2024-09-07,4.49,8.43,3.45,0.0,6.3,33.13,16.34,0.37,27.49
2024-09-08,4.45,8.43,3.45,0.0,6.27,33.15,16.36,0.39,27.5
2024-09-09,3.94,8.63,3.75,0.0,6.54,33.46,16.48,0.44,26.76
2024-09-10,3.88,8.91,3.62,0.0,6.59,32.97,16.59,0.44,27.0
2024-09-11,3.73,8.65,4.04,0.0,6.91,33.36,15.86,0.44,27.01
2024-09-12,3.77,8.6,4.19,0.0,6.43,33.25,16.41,0.42,26.93
2024-09-13,3.62,8.62,4.11,0.0,6.59,32.68,16.39,0.5,27.49
2024-09-14,3.72,8.65,3.98,0.01,6.75,32.27,16.75,0.55,27.32
2024-09-15,3.71,8.68,3.97,0.01,6.74,32.27,16.79,0.54,27.29
2024-09-16,3.69,8.61,4.0,0.01,6.74,32.3,16.76,0.54,27.35
2024-09-17,3.82,8.72,3.89,0.01,6.65,32.86,15.41,0.54,28.1
2024-09-18,3.95,9.27,3.9,0.01,6.63,32.97,15.53,0.57,27.17
2024-09-19,3.97,9.12,3.97,0.04,6.56,33.0,15.35,0.72,27.27
2024-09-20,3.99,8.96,3.98,0.04,6.52,33.2,15.51,0.73,27.07
2024-09-21,3.76,8.99,3.85,0.04,6.48,33.25,15.67,0.73,27.23
2024-09-22,3.87,8.96,3.88,0.04,6.45,33.29,15.58,0.72,27.21
2024-09-23,3.57,9.21,4.06,0.05,6.49,32.25,16.32,0.7,27.35
2024-09-24,3.83,9.6,3.95,0.03,6.16,31.8,16.22,0.64,27.77
2024-09-25,3.89,9.55,4.1,0.02,6.44,31.79,16.08,0.62,27.51
2024-09-26,4.17,9.68,3.98,0.04,6.57,32.29,15.22,0.52,27.53
2024-09-27,4.58,9.4,4.11,0.07,6.36,32.17,15.54,0.46,27.31
2024-09-28,5.03,9.29,4.23,0.07,6.96,31.51,15.86,0.41,26.64
2024-09-29,5.01,9.25,4.24,0.07,6.96,31.5,15.82,0.41,26.74
2024-09-30,5.01,9.9,4.23,0.06,7.03,31.41,16.32,0.42,25.62
2024-10-01,4.93,9.75,4.44,0.07,7.11,30.93,16.67,0.42,25.68
2024-10-02,4.98,9.72,4.45,0.07,7.08,30.6,16.79,0.42,25.89
2024-10-03,4.8,10.2,4.22,0.04,6.88,30.94,16.12,0.45,26.35
2024-10-04,4.56,10.51,4.03,0.02,6.62,31.59,15.87,0.55,26.25
2024-10-05,4.74,10.46,4.05,0.0,6.43,31.24,15.66,0.49,26.93
2024-10-06,4.77,10.47,4.01,0.0,6.47,31.23,15.61,0.49,26.95
2024-10-07,4.95,10.13,4.0,0.0,6.38,30.86,16.36,0.44,26.88
2024-10-08,5.02,9.61,4.2,0.0,6.21,30.4,16.97,0.39,27.2
2024-10-09,5.42,9.61,4.22,0.0,6.41,30.28,16.67,0.38,27.01
2024-10-10,5.37,9.75,3.9,0.0,6.33,30.7,15.98,0.42,27.55
2024-10-11,5.33,9.11,3.86,0.04,6.59,30.47,15.71,0.43,28.46
2024-10-12,5.32,9.11,3.85,0.04,6.58,30.44,15.71,0.43,28.52
2024-10-13,5.3,9.16,3.86,0.04,6.6,30.42,15.78,0.43,28.41
2024-10-14,5.44,9.24,3.93,0.07,5.4,30.2,15.77,0.51,29.44
2024-10-15,5.47,9.27,3.94,0.07,5.41,30.06,15.85,0.52,29.41
2024-10-16,5.46,9.19,3.94,0.07,5.41,30.17,15.78,0.51,29.47
2024-10-17,5.49,9.23,3.92,0.07,5.41,30.08,15.8,0.51,29.49
2024-10-18,5.48,9.21,3.92,0.07,5.41,30.14,15.8,0.51,29.46
2024-10-19,5.41,9.36,3.82,0.07,5.22,31.08,16.05,0.5,28.49
2024-10-20,5.39,9.25,3.83,0.07,5.23,31.12,16.09,0.5,28.52
2024-10-21,5.5,9.51,3.9,0.1,5.05,31.1,16.39,0.44,28.01
2024-10-22,5.51,9.59,3.87,0.1,4.92,31.2,16.32,0.44,28.05
2024-10-23,5.53,9.47,3.89,0.1,4.87,31.3,16.72,0.41,27.71
2024-10-24,5.36,9.16,3.81,0.11,5.0,31.75,17.11,0.48,27.22
2024-10-25,5.02,9.07,4.0,0.08,5.22,31.31,16.62,0.58,28.1
2024-10-26,5.01,9.28,3.72,0.09,5.13,31.24,16.75,0.62,28.16
2024-10-27,5.04,9.25,3.71,0.09,5.12,31.21,16.75,0.62,28.21
2024-10-28,5.0,8.99,3.74,0.09,5.23,31.32,16.66,0.64,28.33
2024-10-29,4.82,9.35,3.71,0.12,5.83,31.05,16.78,0.66,27.68
2024-10-30,4.76,9.57,3.76,0.11,5.77,31.25,16.34,0.65,27.79
2024-10-31,4.75,9.52,3.77,0.11,5.75,31.33,16.26,0.65,27.86
2024-11-01,4.56,9.51,3.77,0.11,5.79,31.26,16.4,0.65,27.95
2024-11-02,4.76,9.5,3.74,0.11,5.74,31.34,16.3,0.65,27.86
2024-11-03,4.76,9.41,3.81,0.11,5.79,31.3,16.3,0.65,27.87
2024-11-04,4.66,9.68,3.78,0.12,6.59,30.25,17.5,0.77,26.65
2024-11-05,4.25,9.1,3.88,0.08,5.93,30.57,19.56,0.77,25.86
2024-11-06,4.07,9.36,4.46,0.09,5.93,30.92,19.65,0.66,24.86
2024-11-07,4.4,9.48,4.44,0.09,6.28,30.0,18.5,0.56,26.25
2024-11-08,4.57,9.79,4.39,0.1,6.24,29.38,17.31,0.7,27.52
2024-11-09,4.28,10.19,4.24,0.03,6.04,29.01,17.8,0.62,27.79
2024-11-10,4.28,10.13,4.2,0.03,6.02,29.01,17.85,0.62,27.86
2024-11-11,4.27,10.38,4.04,0.02,5.99,28.76,17.57,0.54,28.43
2024-11-12,4.14,10.11,3.97,0.04,6.07,28.73,16.55,0.46,29.93
2024-11-13,3.89,10.23,4.04,0.08,6.11,28.96,17.03,0.54,29.12
2024-11-14,3.86,10.37,3.98,0.09,6.11,29.02,16.96,0.57,29.04
2024-11-15,3.87,10.29,3.98,0.09,6.1,29.07,17.01,0.57,29.02
2024-11-16,3.93,10.14,4.17,0.12,6.12,28.64,17.07,0.59,29.22
2024-11-17,3.85,10.17,4.19,0.12,6.15,28.71,16.96,0.59,29.26
2024-11-18,3.74,10.07,4.34,0.12,6.01,28.85,17.0,0.57,29.3
2024-11-19,3.99,9.91,4.45,0.1,6.07,28.86,16.79,0.55,29.28
2024-11-20,4.17,10.77,4.06,0.07,6.46,28.23,16.64,0.49,29.11
2024-11-21,4.25,10.63,4.25,0.05,6.4,28.59,16.53,0.43,28.87
2024-11-22,4.29,9.89,4.42,0.04,6.4,28.67,16.14,0.46,29.69
2024-11-23,4.34,9.54,4.25,0.04,6.6,28.79,17.55,0.43,28.46
2024-11-24,4.36,9.63,4.2,0.04,6.63,28.63,17.62,0.44,28.45
2024-11-25,4.5,9.88,3.99,0.06,6.75,28.8,17.65,0.44,27.93
2024-11-26,4.27,10.0,4.25,0.06,6.57,28.89,18.21,0.38,27.37
2024-11-27,4.03,10.43,3.77,0.04,6.45,28.31,18.92,0.38,27.67
2024-11-28,4.25,10.32,4.02,0.04,6.39,28.81,18.48,0.37,27.32
2024-11-29,3.94,9.63,4.28,0.04,6.49,29.54,18.32,0.33,27.43
2024-11-30,3.79,9.33,4.21,0.05,6.13,29.16,19.03,0.33,27.97
2024-12-01,3.8,9.21,4.15,0.05,6.12,29.22,19.04,0.33,28.08
2024-12-02,3.96,9.07,4.12,0.05,6.0,29.6,18.97,0.29,27.94
2024-12-03,4.08,8.9,4.29,0.03,5.65,30.24,18.72,0.28,27.81
2024-12-04,3.81,8.96,4.37,0.25,5.47,30.75,19.34,0.32,26.73
2024-12-05,3.45,9.08,4.41,0.25,5.5,31.21,19.3,0.38,26.42
2024-12-06,3.61,9.02,4.44,0.25,5.55,31.73,18.85,0.36,26.19
2024-12-07,3.67,8.88,4.17,0.27,5.73,31.47,18.97,0.33,26.51
2024-12-08,3.71,9.0,4.22,0.26,5.73,31.41,18.93,0.33,26.41
2024-12-09,3.64,8.77,4.01,0.3,6.19,30.83,18.61,0.34,27.31
2024-12-10,3.48,9.53,4.18,0.28,6.21,30.75,18.35,0.37,26.85
2024-12-11,3.39,9.44,3.78,0.28,6.02,30.92,18.72,0.36,27.09
2024-12-12,3.22,9.55,3.91,0.27,6.28,30.73,18.49,0.37,27.18
2024-12-13,3.28,9.49,3.81,0.35,6.35,31.46,17.94,0.38,26.94
2024-12-14,3.36,9.71,3.83,0.31,6.46,31.2,17.93,0.38,26.82
2024-12-15,3.33,9.58,3.82,0.31,6.31,31.37,17.89,0.38,27.01
2024-12-16,3.2,9.57,3.88,0.1,6.54,31.62,17.62,0.35,27.12
2024-12-17,3.4,9.31,3.92,0.11,6.6,31.6,17.55,0.35,27.16
2024-12-18,3.65,9.49,3.73,0.03,6.13,31.75,17.35,0.37,27.5
2024-12-19,3.89,8.88,3.75,0.04,6.56,32.45,16.88,0.37,27.18
2024-12-20,4.12,9.52,3.91,0.04,6.55,31.78,16.82,0.33,26.93
2024-12-21,4.18,9.75,3.72,0.06,6.17,31.73,16.63,0.3,27.46
2024-12-22,4.29,9.44,3.67,0.06,6.21,31.46,16.79,0.27,27.81
2024-12-23,4.31,9.56,3.52,0.06,6.09,31.49,17.0,0.34,27.63
2024-12-24,4.23,9.5,3.35,0.25,6.22,31.35,17.21,0.31,27.58
2024-12-25,4.2,9.68,3.23,0.26,6.14,31.12,17.42,0.33,27.62
2024-12-26,4.16,9.19,3.41,0.28,6.05,31.54,17.28,0.34,27.75
2024-12-27,3.93,9.04,3.29,0.3,5.98,32.0,17.5,0.36,27.6
2024-12-28,3.8,8.92,3.41,0.3,6.17,31.77,17.64,0.39,27.6
2024-12-29,3.73,9.09,3.77,0.31,6.08,31.56,17.54,0.36,27.56
2024-12-30,3.64,9.09,3.82,0.29,6.06,32.09,17.06,0.37,27.58
2024-12-31,3.66,9.17,3.8,0.29,6.09,32.02,17.05,0.35,27.57
2025-01-01,3.67,9.22,3.86,0.29,6.01,31.99,16.94,0.35,27.67
2025-01-02,3.82,8.9,4.0,0.29,5.82,32.16,16.83,0.38,27.8
2025-01-03,4.01,8.83,3.85,0.28,6.07,32.06,16.6,0.37,27.93
2025-01-04,4.16,8.85,3.34,0.24,6.28,32.74,16.99,0.47,26.93
2025-01-05,4.14,8.93,3.44,0.28,6.04,32.28,17.06,0.47,27.36
2025-01-06,4.38,8.9,3.37,0.31,5.8,32.24,16.84,0.48,27.68
2025-01-07,4.3,8.76,3.3,0.33,5.64,32.37,16.84,0.44,28.02
2025-01-08,4.23,9.0,3.35,0.3,5.86,32.24,16.7,0.42,27.9
2025-01-09,4.16,9.17,3.51,0.35,6.17,33.11,16.41,0.35,26.77
2025-01-10,4.05,8.97,3.44,0.34,6.3,33.3,16.43,0.36,26.81
2025-01-11,4.15,8.88,3.36,0.34,6.42,33.38,16.42,0.37,26.68
2025-01-12,4.18,8.83,3.34,0.34,6.45,33.34,16.41,0.36,26.75
2025-01-13,4.19,8.87,3.35,0.34,6.51,33.29,16.32,0.4,26.73
2025-01-14,4.15,8.89,3.36,0.34,6.5,33.22,16.36,0.39,26.79
2025-01-15,4.13,8.88,3.38,0.34,6.47,33.24,16.34,0.39,26.83
2025-01-16,4.1,8.71,3.31,0.33,6.55,33.37,16.43,0.34,26.86
2025-01-17,4.02,8.89,3.38,0.32,6.63,33.2,16.46,0.42,26.68
2025-01-18,4.23,8.99,3.48,0.32,6.52,32.85,16.45,0.43,26.73
2025-01-19,4.23,8.86,3.47,0.32,6.54,33.11,16.45,0.43,26.59
2025-01-20,4.43,8.98,3.49,0.37,6.5,33.08,16.35,0.48,26.32
2025-01-21,4.41,8.99,3.51,0.37,6.48,33.07,16.42,0.43,26.32
2025-01-22,4.38,8.99,3.5,0.35,6.44,32.86,16.51,0.48,26.49
2025-01-23,4.43,8.98,3.52,0.37,6.46,33.13,16.3,0.42,26.39
2025-01-24,4.45,8.99,3.5,0.37,6.49,33.14,16.33,0.46,26.27
2025-01-25,4.36,9.09,3.44,0.35,6.46,32.83,16.42,0.47,26.58
2025-01-26,4.43,9.11,3.48,0.08,6.55,33.19,16.39,0.47,26.3
2025-01-27,4.32,9.17,3.45,0.35,6.45,32.81,16.42,0.47,26.56
2025-01-28,4.33,9.19,3.52,0.35,6.33,32.85,16.21,0.44,26.78
2025-01-29,4.31,9.13,3.53,0.35,6.33,32.8,16.23,0.37,26.95
2025-01-30,4.34,9.08,3.66,0.08,6.47,32.8,16.51,0.37,26.69
2025-01-31,4.34,9.43,3.57,0.12,6.38,32.75,16.24,0.38,26.79
2025-02-01,4.29,9.38,3.45,0.12,6.39,32.69,16.37,0.43,26.88
2025-02-02,4.38,9.44,3.42,0.12,6.41,32.54,16.39,0.43,26.87
2025-02-03,4.69,9.25,3.54,0.08,6.44,32.15,16.45,0.4,27.0
2025-02-04,4.62,9.47,3.58,0.1,6.37,32.1,16.33,0.41,27.02
2025-02-05,4.76,9.48,3.7,0.06,6.4,31.69,16.76,0.41,26.74
2025-02-06,4.88,10.09,3.68,0.06,6.14,31.26,16.61,0.42,26.86
2025-02-07,4.74,10.27,3.54,0.05,6.33,31.63,16.49,0.39,26.56
2025-02-08,4.69,9.95,3.63,0.05,6.57,31.05,16.54,0.33,27.19
2025-02-09,4.74,9.87,3.64,0.05,6.6,31.03,16.62,0.34,27.11
2025-02-10,4.78,9.81,3.72,0.03,6.48,30.7,17.22,0.24,27.02
2025-02-11,4.83,10.1,4.08,0.03,6.56,30.95,16.74,0.31,26.4
