date,Deteriorated,Don't Know/Can't Say,Improved,Remained the same
2023-12-19,30.8,0.54,32.46,36.2
2023-12-20,30.85,0.51,32.52,36.12
2023-12-21,30.69,0.53,32.5,36.28
2023-12-22,30.95,0.52,32.49,36.04
2023-12-23,30.58,0.51,32.41,36.5
2023-12-24,30.78,0.49,32.61,36.12
2023-12-25,30.59,0.49,32.46,36.46
2023-12-26,30.91,0.47,32.73,35.89
2023-12-27,30.78,0.47,32.73,36.02
2023-12-28,31.18,0.46,32.23,36.13
2023-12-29,30.56,0.61,31.2,37.63
2023-12-30,30.71,0.59,31.16,37.54
2023-12-31,30.59,0.6,31.2,37.61
2024-01-01,30.66,0.61,31.28,37.45
2024-01-02,30.27,0.59,32.21,36.93
2024-01-03,30.17,0.52,32.7,36.61
2024-01-04,29.79,0.45,33.11,36.65
2024-01-05,29.28,0.42,33.37,36.93
2024-01-06,29.24,0.45,33.34,36.97
2024-01-07,29.32,0.49,33.26,36.93
2024-01-08,29.35,0.49,33.46,36.7
2024-01-09,28.51,0.43,34.13,36.93
2024-01-10,27.46,0.45,33.56,38.53
2024-01-11,26.7,0.46,33.77,39.07
2024-01-12,27.78,0.44,32.47,39.31
2024-01-13,28.14,0.42,32.68,38.76
2024-01-14,28.05,0.45,32.66,38.84
2024-01-15,28.05,0.4,32.69,38.86
2024-01-16,28.21,0.38,32.64,38.77
2024-01-17,28.12,0.39,32.72,38.77
2024-01-18,27.41,0.33,34.79,37.47
2024-01-19,27.38,0.31,34.48,37.83
2024-01-20,27.0,0.39,34.46,38.15
2024-01-21,26.98,0.3,34.59,38.13
2024-01-22,26.57,0.39,34.54,38.5
2024-01-23,26.53,0.43,34.6,38.44
2024-01-24,24.92,0.45,36.68,37.95
2024-01-25,24.91,0.65,36.86,37.58
2024-01-26,24.96,0.66,36.82,37.56
2024-01-27,25.11,0.67,36.58,37.64
2024-01-28,25.04,0.8,36.56,37.6
2024-01-29,24.98,0.82,36.73,37.47
2024-01-30,24.86,0.82,36.76,37.56
2024-01-31,24.92,0.96,36.06,38.06
2024-02-01,24.4,1.0,35.31,39.29
2024-02-02,24.5,0.95,35.42,39.13
2024-02-03,26.0,0.71,35.08,38.21
2024-02-04,25.98,0.73,35.15,38.14
2024-02-05,25.95,0.74,35.1,38.21
2024-02-06,25.74,0.72,35.87,37.67
2024-02-07,26.22,0.62,34.88,38.28
2024-02-08,25.97,0.64,34.83,38.56
2024-02-09,25.68,0.6,34.91,38.81
2024-02-10,25.08,0.7,34.81,39.41
2024-02-11,25.41,0.7,34.67,39.22
2024-02-12,25.16,0.66,34.8,39.38
2024-02-13,25.18,0.7,34.78,39.34
2024-02-14,25.14,0.7,34.74,39.42
2024-02-15,25.8,0.68,34.42,39.1
2024-02-16,26.51,0.63,33.31,39.55
2024-02-17,26.3,0.89,33.94,38.87
2024-02-18,26.2,0.88,34.02,38.9
2024-02-19,26.51,0.82,33.28,39.39
2024-02-20,27.13,0.9,32.82,39.15
2024-02-21,26.45,0.91,32.77,39.87
2024-02-22,25.71,0.6,31.93,41.76
2024-02-23,24.29,0.61,32.28,42.82
2024-02-24,23.43,0.69,33.99,41.89
2024-02-25,23.37,0.68,34.12,41.83
2024-02-26,24.24,0.52,34.32,40.92
2024-02-27,25.97,0.79,33.04,40.2
2024-02-28,25.91,0.87,33.66,39.56
2024-02-29,26.24,0.45,32.96,40.35
2024-03-01,27.9,0.42,31.81,39.87
2024-03-02,27.58,0.34,32.29,39.79
2024-03-03,27.53,0.35,32.37,39.75
2024-03-04,27.09,0.3,32.63,39.98
2024-03-05,27.32,0.36,33.15,39.17
2024-03-06,27.43,0.4,33.2,38.97
2024-03-07,27.65,0.35,34.41,37.59
2024-03-08,28.07,0.33,34.36,37.24
2024-03-09,28.1,0.32,34.44,37.14
2024-03-10,28.02,0.34,34.49,37.15
2024-03-11,28.14,0.28,34.3,37.28
2024-03-12,28.05,0.25,34.58,37.12
2024-03-13,27.32,0.39,34.35,37.94
2024-03-14,27.22,0.34,34.6,37.84
2024-03-15,27.26,0.35,33.4,38.99
2024-03-16,26.74,0.37,33.45,39.44
2024-03-17,26.69,0.33,33.52,39.46
2024-03-18,26.28,0.27,34.12,39.33
2024-03-19,26.25,0.26,34.62,38.87
2024-03-20,26.27,0.27,34.65,38.81
2024-03-21,26.41,0.33,35.47,37.79
2024-03-22,27.14,0.34,34.99,37.53
2024-03-23,26.56,0.43,35.22,37.79
2024-03-24,26.6,0.46,35.06,37.88
2024-03-25,26.6,0.42,35.18,37.8
2024-03-26,26.61,0.46,35.17,37.76
2024-03-27,25.28,0.45,34.9,39.37
2024-03-28,25.37,0.53,34.49,39.61
2024-03-29,25.17,0.45,33.34,41.04
2024-03-30,25.47,0.64,33.56,40.33
2024-03-31,25.54,0.67,33.64,40.15
2024-04-01,25.75,0.65,34.56,39.04
2024-04-02,25.39,0.62,34.78,39.21
2024-04-03,26.67,0.68,34.49,38.16
2024-04-04,27.29,0.89,34.4,37.42
2024-04-05,27.47,0.89,33.55,38.09
2024-04-06,27.54,0.72,34.6,37.14
2024-04-07,27.73,0.75,34.49,37.03
2024-04-08,28.08,0.76,32.26,38.9
2024-04-09,28.11,0.67,32.15,39.07
2024-04-10,27.3,0.73,33.64,38.33
2024-04-11,27.4,0.74,33.55,38.31
2024-04-12,27.37,0.78,33.68,38.17
2024-04-13,26.8,0.73,34.36,38.11
2024-04-14,26.86,0.69,34.37,38.08
2024-04-15,26.78,0.69,34.23,38.3
2024-04-16,27.47,0.74,34.49,37.3
2024-04-17,27.28,0.76,33.45,38.51
2024-04-18,27.25,0.76,33.21,38.78
2024-04-19,28.11,0.8,33.17,37.92
2024-04-20,27.69,0.91,34.2,37.2
2024-04-21,27.71,0.92,34.12,37.25
2024-04-22,27.33,0.87,34.29,37.51
2024-04-23,28.32,0.84,32.88,37.96
2024-04-24,28.66,0.92,31.76,38.66
2024-04-25,28.86,0.9,31.35,38.89
2024-04-26,28.0,0.84,32.06,39.1
2024-04-27,27.92,0.87,32.35,38.86
2024-04-28,27.9,0.85,32.42,38.83
2024-04-29,27.95,0.81,32.33,38.91
2024-04-30,27.81,0.84,32.26,39.09
2024-05-01,27.78,0.89,32.56,38.77
2024-05-02,27.72,0.98,32.63,38.67
2024-05-03,27.91,1.03,32.64,38.42
2024-05-04,27.57,0.95,32.11,39.37
2024-05-05,27.55,0.95,32.1,39.4
2024-05-06,27.86,0.86,32.02,39.26
2024-05-07,27.58,0.81,31.93,39.68
2024-05-08,27.65,0.81,32.5,39.04
2024-05-09,27.6,0.78,32.5,39.12
2024-05-10,27.54,0.85,32.4,39.21
2024-05-11,27.6,0.77,32.45,39.18
2024-05-12,27.55,0.86,32.42,39.17
2024-05-13,27.63,0.83,32.47,39.07
2024-05-14,27.55,0.85,32.41,39.19
2024-05-15,27.52,0.9,32.44,39.14
2024-05-16,27.58,0.82,32.4,39.2
2024-05-17,27.56,0.81,32.47,39.16
2024-05-18,27.56,0.82,32.47,39.15
2024-05-19,27.58,0.86,32.46,39.1
2024-05-20,27.5,0.85,32.39,39.26
2024-05-21,27.67,0.59,32.99,38.75
2024-05-22,27.27,0.58,33.18,38.97
2024-05-23,26.7,0.64,33.48,39.18
2024-05-24,26.46,0.78,33.21,39.55
2024-05-25,26.56,0.84,33.15,39.45
2024-05-26,26.57,0.87,33.26,39.3
2024-05-27,26.39,0.78,33.46,39.37
2024-05-28,26.4,0.82,33.56,39.22
2024-05-29,26.86,0.91,32.77,39.46
2024-05-30,26.98,0.83,32.1,40.09
2024-05-31,27.86,0.72,32.52,38.9
2024-06-01,28.16,0.69,33.36,37.79
2024-06-02,28.2,0.7,33.31,37.79
2024-06-03,27.04,0.91,33.77,38.28
2024-06-04,25.33,1.07,33.85,39.75
2024-06-05,25.86,1.95,34.16,38.03
2024-06-06,26.26,2.0,33.11,38.63
2024-06-07,26.23,2.07,33.14,38.56
2024-06-08,26.22,2.09,33.1,38.59
2024-06-09,26.17,2.04,33.1,38.69
2024-06-10,25.86,2.19,30.91,41.04
2024-06-11,24.82,1.94,31.26,41.98
2024-06-12,25.26,1.97,30.32,42.45
2024-06-13,26.27,1.96,29.69,42.08
2024-06-14,26.29,1.94,29.82,41.95
2024-06-15,25.74,2.05,28.91,43.3
2024-06-16,25.76,2.0,28.9,43.34
2024-06-17,25.74,1.99,28.88,43.39
2024-06-18,24.49,1.88,30.23,43.4
2024-06-19,27.37,1.96,29.3,41.37
2024-06-20,27.33,1.83,29.46,41.38
2024-06-21,28.2,1.89,29.67,40.24
2024-06-22,25.69,3.42,29.76,41.13
2024-06-23,25.75,3.41,29.75,41.09
2024-06-24,25.31,3.41,29.7,41.58
2024-06-25,25.63,1.87,29.82,42.68
2024-06-26,25.52,1.94,29.98,42.56
2024-06-27,25.09,1.91,30.35,42.65
2024-06-28,25.1,1.93,30.43,42.54
2024-06-29,25.0,1.97,30.38,42.65
2024-06-30,25.08,1.91,30.38,42.63
2024-07-01,25.54,1.96,30.04,42.46
2024-07-02,25.31,1.91,31.39,41.39
2024-07-03,25.97,1.92,30.56,41.55
2024-07-04,26.04,1.85,30.34,41.77
2024-07-05,25.91,1.8,29.69,42.6
2024-07-06,25.36,1.65,30.08,42.91
2024-07-07,25.37,1.64,30.1,42.89
2024-07-08,25.96,1.71,29.61,42.72
2024-07-09,26.03,1.81,29.77,42.39
2024-07-10,26.42,1.88,29.47,42.23
2024-07-11,25.42,1.96,30.0,42.62
2024-07-12,25.85,1.96,30.25,41.94
2024-07-13,26.17,2.06,30.37,41.4
2024-07-14,26.11,2.04,30.36,41.49
2024-07-15,26.75,2.09,29.83,41.33
2024-07-16,26.74,2.1,29.86,41.3
2024-07-17,26.61,2.09,29.97,41.33
2024-07-18,27.19,2.01,29.43,41.37
2024-07-19,28.03,1.63,28.99,41.35
2024-07-20,26.81,1.62,30.23,41.34
2024-07-21,26.65,1.63,29.99,41.73
2024-07-22,25.61,1.58,30.1,42.71
2024-07-23,25.56,1.62,28.97,43.85
2024-07-24,26.64,1.59,28.08,43.69
2024-07-25,26.48,1.64,28.53,43.35
2024-07-26,26.77,1.56,27.72,43.95
2024-07-27,27.03,1.56,28.52,42.89
2024-07-28,27.06,1.58,28.48,42.88
2024-07-29,27.15,1.51,27.95,43.39
2024-07-30,27.48,1.46,26.4,44.66
2024-07-31,27.51,1.48,26.35,44.66
2024-08-01,27.49,1.42,26.18,44.91
2024-08-02,27.5,1.44,26.24,44.82
2024-08-03,27.71,1.43,26.45,44.41
2024-08-04,27.7,1.45,26.45,44.4
2024-08-05,28.17,1.39,26.09,44.35
2024-08-06,27.53,1.35,25.67,45.45
2024-08-07,27.08,1.32,25.68,45.92
2024-08-08,27.37,1.35,25.41,45.87
2024-08-09,26.67,1.3,25.78,46.25
2024-08-10,26.97,1.35,26.64,45.04
2024-08-11,27.0,1.38,26.59,45.03
2024-08-12,28.08,1.37,25.48,45.07
2024-08-13,27.46,1.34,26.47,44.73
2024-08-14,28.25,1.37,26.66,43.72
2024-08-15,28.15,1.38,26.75,43.72
2024-08-16,26.61,1.44,28.32,43.63
2024-08-17,25.75,1.47,29.51,43.27
2024-08-18,25.75,1.41,29.61,43.23
2024-08-19,25.77,1.45,29.59,43.19
2024-08-20,26.07,1.42,29.49,43.02
2024-08-21,26.75,1.46,29.36,42.43
2024-08-22,27.81,1.51,29.28,41.4
2024-08-23,29.01,1.51,29.61,39.87
2024-08-24,28.39,1.64,29.58,40.39
2024-08-25,28.46,1.59,29.55,40.4
2024-08-26,28.53,1.62,29.67,40.18
2024-08-27,28.16,1.54,29.94,40.36
2024-08-28,26.68,1.55,30.03,41.74
2024-08-29,26.83,1.6,29.08,42.49
2024-08-30,26.1,1.54,29.24,43.12
2024-08-31,26.36,1.52,29.22,42.9
2024-09-01,26.44,1.54,29.13,42.89
2024-09-02,26.13,1.51,28.85,43.51
2024-09-03,25.64,1.48,28.63,44.25
2024-09-04,26.17,1.45,28.96,43.42
2024-09-05,26.36,1.45,29.11,43.08
2024-09-06,26.05,1.41,28.99,43.55
2024-09-07,26.13,1.46,28.49,43.92
2024-09-08,26.16,1.46,28.5,43.88
2024-09-09,26.1,1.42,28.46,44.02
2024-09-10,26.86,1.42,27.77,43.95
2024-09-11,27.28,1.49,26.57,44.66
2024-09-12,28.24,1.44,25.96,44.36
2024-09-13,27.71,1.41,26.16,44.72
2024-09-14,28.91,1.44,25.33,44.32
2024-09-15,28.9,1.45,25.3,44.35
2024-09-16,28.95,1.42,25.34,44.29
2024-09-17,28.95,1.4,25.23,44.42
2024-09-18,29.49,1.42,24.81,44.28
2024-09-19,29.57,1.44,24.41,44.58
2024-09-20,29.71,1.46,24.31,44.52
2024-09-21,29.61,1.54,24.52,44.33
2024-09-22,29.53,1.54,24.55,44.38
2024-09-23,29.64,1.53,24.79,44.04
2024-09-24,29.79,1.47,25.54,43.2
2024-09-25,29.83,1.43,25.92,42.82
2024-09-26,30.31,1.45,26.23,42.01
2024-09-27,30.39,1.63,26.94,41.04
2024-09-28,30.09,1.56,26.87,41.48
2024-09-29,30.04,1.61,26.82,41.53
2024-09-30,29.9,1.72,27.9,40.48
2024-10-01,30.17,1.72,28.46,39.65
2024-10-02,30.01,1.68,28.54,39.77
2024-10-03,29.98,1.66,28.3,40.06
2024-10-04,29.42,1.75,28.51,40.32
2024-10-05,29.6,1.7,28.8,39.9
2024-10-06,29.6,1.65,28.83,39.92
2024-10-07,29.26,1.69,29.38,39.67
2024-10-08,28.99,1.71,29.41,39.89
2024-10-09,28.18,1.65,29.42,40.75
2024-10-10,28.22,1.67,29.49,40.62
2024-10-11,28.83,1.63,28.74,40.8
2024-10-12,28.88,1.65,28.72,40.75
2024-10-13,28.82,1.68,28.72,40.78
2024-10-14,27.54,1.62,29.83,41.01
2024-10-15,27.52,1.57,29.88,41.03
2024-10-16,27.56,1.61,29.8,41.03
2024-10-17,27.57,1.59,29.86,40.98
2024-10-18,27.53,1.6,29.83,41.04
2024-10-19,27.4,1.57,30.05,40.98
2024-10-20,27.3,1.55,30.06,41.09
2024-10-21,28.08,1.54,30.06,40.32
2024-10-22,28.12,1.51,30.03,40.34
2024-10-23,28.13,1.55,29.88,40.44
2024-10-24,28.85,1.53,29.29,40.33
2024-10-25,28.99,1.52,28.84,40.65
2024-10-26,29.51,1.42,28.54,40.53
2024-10-27,29.41,1.41,28.63,40.55
2024-10-28,29.49,1.45,28.52,40.54
2024-10-29,30.41,1.44,28.46,39.69
2024-10-30,30.19,1.46,28.3,40.05
2024-10-31,30.18,1.49,28.28,40.05
2024-11-01,30.32,1.49,28.0,40.19
2024-11-02,30.2,1.46,28.28,40.06
2024-11-03,30.27,1.49,28.2,40.04
2024-11-04,30.04,1.43,28.76,39.77
2024-11-05,28.04,1.46,30.1,40.4
2024-11-06,28.71,1.47,29.03,40.79
2024-11-07,28.63,1.5,29.01,40.86
2024-11-08,29.1,1.48,29.03,40.39
2024-11-09,29.2,1.56,29.19,40.05
2024-11-10,29.18,1.61,29.2,40.01
2024-11-11,27.81,1.61,29.19,41.39
2024-11-12,27.38,1.49,28.79,42.34
2024-11-13,27.41,1.39,28.63,42.57
2024-11-14,27.7,1.47,29.04,41.79
2024-11-15,27.73,1.46,29.03,41.78
2024-11-16,27.41,1.45,29.42,41.72
2024-11-17,27.42,1.45,29.43,41.7
2024-11-18,27.45,1.45,29.51,41.59
2024-11-19,27.04,1.5,29.95,41.51
2024-11-20,27.03,1.5,29.69,41.78
2024-11-21,27.08,1.53,29.71,41.68
2024-11-22,26.63,1.49,30.39,41.49
2024-11-23,28.63,1.53,30.27,39.57
2024-11-24,28.46,1.53,30.33,39.68
2024-11-25,28.25,1.47,31.56,38.72
2024-11-26,27.6,1.48,31.73,39.19
2024-11-27,27.26,1.51,31.01,40.22
2024-11-28,26.55,1.49,30.22,41.74
2024-11-29,25.15,1.5,29.97,43.38
2024-11-30,26.2,1.52,29.61,42.67
2024-12-01,26.29,1.53,29.62,42.56
2024-12-02,26.16,1.42,29.34,43.08
2024-12-03,26.38,1.49,29.26,42.87
2024-12-04,26.7,1.45,28.71,43.14
2024-12-05,27.67,1.44,28.71,42.18
2024-12-06,28.47,1.36,28.1,42.07
2024-12-07,29.04,1.4,27.16,42.4
2024-12-08,28.98,1.34,27.3,42.38
2024-12-09,29.57,1.38,27.44,41.61
2024-12-10,29.67,1.46,27.06,41.81
2024-12-11,30.3,1.56,26.64,41.5
2024-12-12,31.52,1.5,26.27,40.71
2024-12-13,31.0,1.51,26.33,41.16
2024-12-14,30.14,1.47,27.12,41.27
2024-12-15,30.29,1.4,26.94,41.37
2024-12-16,30.31,1.42,27.39,40.88
2024-12-17,30.04,1.34,27.69,40.93
2024-12-18,29.54,1.39,27.59,41.48
2024-12-19,30.87,1.32,27.72,40.09
2024-12-20,30.68,1.33,28.48,39.51
2024-12-21,29.96,1.37,28.7,39.97
2024-12-22,30.37,1.37,28.76,39.5
2024-12-23,29.85,1.36,28.56,40.23
2024-12-24,29.79,1.44,28.18,40.59
2024-12-25,29.31,1.45,28.11,41.13
2024-12-26,28.61,1.41,28.31,41.67
2024-12-27,28.52,1.43,28.57,41.48
2024-12-28,28.56,1.44,28.58,41.42
2024-12-29,29.22,1.44,28.24,41.1
2024-12-30,29.59,1.45,28.51,40.45
2024-12-31,29.84,1.4,28.59,40.17
2025-01-01,29.74,1.44,28.94,39.88
2025-01-02,30.62,1.44,29.14,38.8
2025-01-03,30.79,1.47,28.82,38.92
2025-01-04,30.34,1.42,29.22,39.02
2025-01-05,30.4,1.42,29.17,39.01
2025-01-06,30.04,1.41,28.95,39.6
2025-01-07,30.36,1.43,29.16,39.05
2025-01-08,30.29,1.43,29.47,38.81
2025-01-09,30.17,1.48,29.53,38.82
2025-01-10,30.3,1.51,28.77,39.42
2025-01-11,30.13,1.4,28.99,39.48
2025-01-12,30.13,1.42,28.97,39.48
2025-01-13,30.24,1.46,28.96,39.34
2025-01-14,30.14,1.45,29.01,39.4
2025-01-15,30.14,1.45,29.0,39.41
2025-01-16,30.02,1.42,29.2,39.36
2025-01-17,30.06,1.44,29.41,39.09
2025-01-18,29.94,1.47,29.18,39.41
2025-01-19,30.05,1.45,29.19,39.31
2025-01-20,29.84,1.48,29.78,38.9
2025-01-21,29.84,1.43,29.82,38.91
2025-01-22,29.81,1.47,29.6,39.12
2025-01-23,29.93,1.43,29.8,38.84
2025-01-24,29.98,1.43,29.75,38.84
2025-01-25,29.89,1.43,29.56,39.12
2025-01-26,29.78,1.45,29.93,38.84
2025-01-27,29.85,1.49,29.58,39.08
2025-01-28,29.72,1.49,29.74,39.05
2025-01-29,29.65,1.51,29.81,39.03
2025-01-30,29.42,1.51,30.41,38.66
2025-01-31,29.02,1.49,30.34,39.15
2025-02-01,28.64,1.48,30.21,39.67
2025-02-02,28.76,1.5,30.19,39.55
2025-02-03,28.46,1.42,30.46,39.66
2025-02-04,28.8,1.42,30.66,39.12
2025-02-05,29.26,1.38,30.7,38.66
2025-02-06,29.79,1.4,30.13,38.68
2025-02-07,29.46,1.5,30.71,38.33
2025-02-08,29.91,1.36,30.58,38.15
2025-02-09,29.91,1.33,30.6,38.16
2025-02-10,29.85,1.4,30.85,37.9
2025-02-11,30.01,1.38,30.65,37.96
2025-02-12,29.62,1.43,31.01,37.94
2025-02-13,28.55,1.49,32.03,37.93
2025-02-14,28.0,1.47,31.89,38.64
2025-02-15,26.94,1.5,31.17,40.39
2025-02-16,26.9,1.44,31.19,40.47
2025-02-17,27.03,1.41,31.06,40.5
2025-02-18,27.59,1.51,30.63,40.27
2025-02-19,26.83,1.54,31.6,40.03
2025-02-20,26.81,1.52,31.72,39.95
2025-02-21,26.35,1.49,31.93,40.23
2025-02-22,26.11,1.5,32.43,39.96
2025-02-23,26.1,1.53,32.36,40.01
2025-02-24,26.83,1.52,31.75,39.9
2025-02-25,27.55,1.72,31.84,38.89
2025-02-26,27.52,1.72,31.78,38.98
2025-02-27,27.98,1.75,32.92,37.35
2025-02-28,27.91,1.63,31.81,38.65
2025-03-01,26.43,1.63,30.78,41.16
2025-03-02,26.51,1.65,30.65,41.19
2025-03-03,25.7,1.58,29.58,43.14
2025-03-04,25.83,1.48,28.33,44.36
2025-03-05,26.12,1.5,28.51,43.87
2025-03-06,25.37,1.58,29.54,43.51
2025-03-07,25.16,1.59,30.8,42.45
2025-03-08,26.41,1.56,32.27,39.76
2025-03-09,26.35,1.6,32.31,39.74
2025-03-10,25.11,1.6,33.16,40.13
2025-03-11,26.22,1.54,32.64,39.6
2025-03-12,27.37,1.54,31.95,39.14
2025-03-13,26.86,1.47,31.43,40.24
2025-03-14,26.9,1.5,31.41,40.19
2025-03-15,26.89,1.46,31.37,40.28
2025-03-16,26.91,1.5,31.36,40.23
2025-03-17,26.35,1.51,29.64,42.5
2025-03-18,25.67,1.51,29.82,43.0
2025-03-19,25.12,1.53,30.64,42.71
2025-03-20,25.35,1.49,30.87,42.29
2025-03-21,26.05,1.52,29.16,43.27
2025-03-22,25.39,1.48,29.94,43.19
2025-03-23,25.45,1.49,29.94,43.12
2025-03-24,25.4,1.45,30.0,43.15
2025-03-25,25.35,1.47,30.01,43.17
2025-03-26,25.34,1.48,29.98,43.2
2025-03-27,25.38,1.49,29.92,43.21
2025-03-28,25.36,1.44,30.04,43.16
2025-03-29,25.4,1.48,29.99,43.13
2025-03-30,25.37,1.51,30.0,43.12
2025-03-31,25.35,1.45,30.01,43.19
2025-04-01,26.13,1.42,29.98,42.47
2025-04-02,26.28,1.43,30.02,42.27
2025-04-03,24.78,1.41,30.57,43.24
2025-04-04,24.98,1.38,29.53,44.11
2025-04-05,25.68,1.34,29.32,43.66
2025-04-06,25.67,1.36,29.32,43.65
2025-04-07,26.03,1.39,28.9,43.68
2025-04-08,26.89,1.33,28.55,43.23
2025-04-09,26.68,1.4,27.95,43.97
2025-04-10,26.36,1.43,28.57,43.64
2025-04-11,26.02,1.45,28.75,43.78
2025-04-12,26.04,1.49,28.54,43.93
2025-04-13,26.02,1.47,28.51,44.0
2025-04-14,25.51,1.52,28.51,44.46
2025-04-15,25.66,1.47,27.89,44.98
2025-04-16,26.22,1.56,28.08,44.14
2025-04-17,26.32,1.7,28.09,43.89
2025-04-18,26.44,1.75,27.63,44.18
2025-04-19,25.67,1.76,27.78,44.79
2025-04-20,25.72,1.74,27.87,44.67
2025-04-21,26.18,1.63,28.56,43.63
2025-04-22,26.22,1.67,28.32,43.79
2025-04-23,25.63,1.54,28.67,44.16
2025-04-24,25.72,3.07,28.48,42.73
2025-04-25,25.49,1.58,29.96,42.97
2025-04-26,25.63,1.53,30.03,42.81
2025-04-27,25.71,1.55,29.89,42.85
2025-04-28,25.18,1.57,30.93,42.32
2025-04-29,24.44,1.58,30.99,42.99
2025-04-30,24.72,1.6,30.97,42.71
2025-05-01,24.56,1.59,31.1,42.75
2025-05-02,25.01,1.62,30.76,42.61
2025-05-03,25.15,1.62,30.8,42.43
2025-05-04,24.98,1.61,30.88,42.53
2025-05-05,25.73,1.59,30.13,42.55
2025-05-06,26.08,1.53,30.25,42.14
2025-05-07,26.14,1.45,29.87,42.54
2025-05-08,26.11,1.41,29.92,42.56
2025-05-09,26.33,1.44,29.84,42.39
2025-05-10,26.34,1.45,29.79,42.42
2025-05-11,26.3,1.47,29.73,42.5
2025-05-12,26.11,1.53,30.03,42.33
2025-05-13,25.91,1.51,30.34,42.24
2025-05-14,26.21,1.45,30.25,42.09
2025-05-15,25.8,1.44,30.71,42.05
2025-05-16,25.62,1.49,30.62,42.27
2025-05-17,26.01,1.53,30.45,42.01
2025-05-18,25.99,1.52,30.4,42.09
2025-05-19,25.99,1.53,30.12,42.36
2025-05-20,25.95,1.5,30.04,42.51
2025-05-21,26.15,1.56,29.53,42.76
2025-05-22,26.28,1.55,29.75,42.42
2025-05-23,26.39,1.56,30.21,41.84
2025-05-24,26.78,1.48,29.98,41.76
2025-05-25,26.77,1.54,29.98,41.71
2025-05-26,26.58,1.68,30.47,41.27
2025-05-27,27.77,1.61,29.01,41.61
2025-05-28,27.17,1.55,28.51,42.77
2025-05-29,26.93,1.6,28.87,42.6
2025-05-30,26.98,1.49,29.36,42.17
2025-05-31,26.42,1.52,29.1,42.96
2025-06-01,26.37,1.52,29.07,43.04
2025-06-02,26.91,1.56,28.57,42.96
2025-06-03,27.26,1.51,27.97,43.26
2025-06-04,26.6,1.52,28.79,43.09
2025-06-05,26.53,1.5,28.98,42.99
2025-06-06,26.05,1.55,28.61,43.79
2025-06-07,26.05,1.55,28.64,43.76
2025-06-08,26.01,1.56,28.7,43.73
2025-06-09,25.8,1.51,29.51,43.18
2025-06-10,25.41,1.5,29.89,43.2
2025-06-11,25.56,1.52,30.6,42.32
2025-06-12,26.06,1.55,30.29,42.1
2025-06-13,25.66,1.56,31.01,41.77
2025-06-14,25.57,1.62,30.81,42.0
2025-06-15,25.6,1.63,30.75,42.02
2025-06-16,25.37,1.6,30.84,42.19
2025-06-17,25.73,1.57,31.15,41.55
2025-06-18,26.21,1.85,31.14,40.8
2025-06-19,26.33,1.86,29.99,41.82
2025-06-20,26.73,1.94,30.32,41.01
2025-06-21,26.37,1.91,30.92,40.8
2025-06-22,26.44,1.92,30.81,40.83
2025-06-23,26.3,1.87,30.59,41.24
2025-06-24,26.45,1.88,30.79,40.88
2025-06-25,27.03,1.93,30.52,40.52
2025-06-26,26.5,1.64,31.02,40.84
2025-06-27,27.15,1.74,31.22,39.89
2025-06-28,26.67,1.8,31.45,40.08
2025-06-29,26.58,1.79,31.45,40.18
2025-06-30,26.52,1.75,32.21,39.52
2025-07-01,26.02,1.71,32.16,40.11
2025-07-02,25.57,1.69,32.61,40.13
2025-07-03,26.57,1.77,31.62,40.04
2025-07-04,26.88,1.73,31.77,39.62
2025-07-05,27.64,1.47,31.58,39.31
2025-07-06,27.54,1.49,31.62,39.35
2025-07-07,26.45,1.45,32.67,39.43
2025-07-08,27.17,1.43,32.35,39.05
2025-07-09,27.13,1.45,32.36,39.06
2025-07-10,27.75,1.51,32.21,38.53
2025-07-11,27.93,1.47,31.89,38.71
2025-07-12,27.88,1.59,31.23,39.3
2025-07-13,27.76,1.62,31.18,39.44
2025-07-14,27.25,1.62,31.12,40.01
2025-07-15,27.73,1.58,30.73,39.96
2025-07-16,26.83,1.54,31.5,40.13
2025-07-17,27.53,1.65,31.52,39.3
2025-07-18,28.12,1.5,30.97,39.41
2025-07-19,28.09,1.57,31.0,39.34
2025-07-20,28.17,1.53,31.01,39.29
2025-07-21,28.9,1.53,31.49,38.08
2025-07-22,28.95,1.58,31.37,38.1
2025-07-23,29.04,1.59,30.8,38.57
2025-07-24,28.32,1.57,30.9,39.21
2025-07-25,28.05,1.43,31.26,39.26
2025-07-26,27.98,1.45,31.22,39.35
2025-07-27,28.02,1.43,31.23,39.32
2025-07-28,28.08,1.58,30.76,39.58
2025-07-29,27.91,1.52,31.32,39.25
2025-07-30,27.67,1.58,31.23,39.52
2025-07-31,28.62,1.52,31.19,38.67
2025-08-01,29.08,1.45,30.56,38.91
2025-08-02,29.5,1.54,30.29,38.67
2025-08-03,29.54,1.54,30.22,38.7
2025-08-04,30.25,1.5,29.49,38.76
2025-08-05,31.14,1.61,28.68,38.57
2025-08-06,31.01,1.62,28.57,38.8
2025-08-07,30.86,1.69,28.49,38.96
2025-08-08,30.9,1.66,28.46,38.98
2025-08-09,30.88,1.68,28.41,39.03
2025-08-10,30.88,1.72,28.35,39.05
2025-08-11,30.38,1.67,28.52,39.43
2025-08-12,30.45,1.71,28.06,39.78
2025-08-13,29.77,1.88,29.38,38.97
2025-08-14,28.87,1.84,29.81,39.48
2025-08-15,29.12,1.88,29.61,39.39
2025-08-16,29.17,1.86,29.55,39.42
